names	A_loading	corrs	color
c.8.HES1	1	-0.04529623598725	Blue
c.12.RGS1	1	0.173723281499037	Red
c.12.TSC22D3	1	0.303836209632295	Red
c.12.ID2	1	-0.111062886314892	Blue
c.4.TCIM	0.141359271732504	0.506969410472683	Red
c.14.CFD	0.0881999984300789	-0.262859733727796	Blue
c.6.CXCL9	0.0500198219255964	0.186310051016416	Red
c.7.CCL20	0.0477533666049927	0.500001722234565	Red
c.8.POSTN	0.0418825592588097	0.0439896137953101	Red
c.16.MYC	0.0288478191298993	0.31315378533493	Red
c.11.KRT6B	0.00872131768023232	0.257965978306358	Red
