names	A_loading	corrs	color
c.2.HLADRB5	1	0.43321697710501	Red
c.7.HLADRB5	1	0.412920217641401	Red
c.9.HLADRB5	1	0.231558293555877	Red
c.13.CFD	0.41426354641991	-0.114078716683161	Blue
c.10.CXCR4	0.0816141170335327	0.132839922847224	Red
c.3.PLA2G2A	0.0733146983867713	-0.0313589326065577	Blue
c.15.CXCL2	0.0701902805798099	0.229289734114576	Red
c.17.GPR183	0.0615419941084464	0.136353894065954	Red
c.9.SGK1	0.0581941435282321	0.129791137732697	Red
c.17.DNAJB1	0.0291751265584237	-0.0156794663032788	Blue
c.17.TXNIP	0.0248981264882851	0.120209241658471	Red
c.14.PLCG2	0.00576950071308664	-0.119155402590038	Blue
