names	A_loading	corrs	color
c.10.CCL20	1	0.417066822794798	Red
c.11.KRT16	1	0.429007619686935	Red
c.11.KRT17	0.349882128350588	0.392857739043264	Red
c.8.CTGF	0.242308294837253	0.241289564778236	Red
c.7.CCL13	0.242072895009075	0.166376559107014	Red
c.17.GZMB	0.221876976162855	-0.173932062615905	Blue
c.11.FABP5	0.211018414847545	0.279617149075139	Red
c.14.MBP	0.210234824648682	0.0300641660650754	Red
c.0.S100A2	0.151779561051211	0.523955498967901	Red
c.13.MT1X	0.126141429514642	0.453397900603147	Red
c.13.CCDC80	0.0101509773423548	0.588415527103603	Red
c.1.POSTN	0.0404923672919373	-0.350174747439894	Blue
c.15.S100A2	0.0649162918291526	0.300281363330819	Red
c.4.PHLDA1	0.028412384160866	0.296603237570358	Red
