names	A_loading	corrs	color
c.9.THBS1	1	0.344092061241155	Red
c.12.JUN	1	-0.260292177969353	Blue
c.12.GADD45B	1	-0.337108525520495	Blue
c.4.CCL19	0.605254709835253	0.168118722029601	Red
c.17.XCL1	0.13203450786396	-0.175853624092997	Blue
c.14.EGR1	0.131568205382065	0.164634396184428	Red
c.4.PLN	0.100538377047438	-0.310976081681697	Blue
c.12.FOS	0.0776128086211368	0.0348432584517308	Red
c.2.FN1	0.0649214444057935	-0.0174216292258654	Blue
c.9.TNFAIP6	0.0588026426082279	-0.0251336823933285	Blue
c.8.TIMP3	0.0354286076053161	-0.327962170176916	Blue
c.8.THBS4	0.0531906283301652	-0.0771578322882585	Blue
