names	A_loading	corrs	color
c.16.LGALS1	1	-0.22386793555237	Blue
c.16.S100A2	1	-0.246080512815349	Blue
c.16.KRT17	1	-0.150261552073089	Blue
c.16.CALML3	1	-0.380227057854512	Blue
c.16.APOE	1	-0.422038967996589	Blue
c.16.S100A6	1	-0.288327963688072	Blue
c.16.IGFBP7	1	-0.226916720666897	Blue
c.16.KRT6B	0.377635460771319	-0.266986467886387	Blue
c.16.MYC	0.330302493870782	0.31315378533493	Red
c.16.KRT75	0.270202924239086	-0.253757646304851	Blue
c.10.KLF6	0.17790266543998	0.632405140898913	Red
c.16.SAT1	0.126125008893534	0.541812668924413	Red
c.15.CD164	0.0662633359871543	-0.33511576524438	Blue
c.5.CCL21	0.258187525608905	0.325784466523683	Red
c.13.FLNA	0.066963619094667	-0.2717774159235	Blue
