names	A_loading	corrs	color
c.0.KRT6B	1	0.232193691811992	Red
c.0.KRT6C	1	0.533566026671347	Red
c.3.CFD	1	-0.373258406164166	Blue
c.4.PHLDA1	0.310501597612918	0.296603237570358	Red
c.5.POSTN	0.280462227117698	0.163327773992488	Red
c.5.ACTA2	0.223145959231914	-0.0135017626500457	Blue
c.11.KRT6B	0.219058058798136	0.257965978306358	Red
c.1.KRT15	0.196559182578122	-0.321864599947863	Blue
c.13.CCDC80	0.187723135336653	0.588415527103603	Red
c.12.PPP1R15A	0.164258878625042	-0.22125469116849	Blue
c.3.STMN2	0.0775233978664446	0.67160380665711	Red
c.10.TXNIP	0.0106284961345207	0.635889466744086	Red
c.10.KLF6	0.0601568245253313	0.632405140898913	Red
c.3.SAA1	0.0726724594335024	0.622929617739669	Red
c.3.IGFBP2	0.000451276839695712	0.576220386645497	Red
c.2.CLU	0.0849778649298282	-0.569687275685798	Blue
c.3.WIF1	0.034036400510903	-0.563712264924424	Blue
c.3.POSTN	0.0351932211724317	0.531795232119541	Red
