"","Z1","Z2","Z3","Z4","Z5","Z6","Z7","Z8","Z9","Z10","Z11","Z12","Z13","Z14","Z15","Z16","Z17","Z18","Z19","Z20","Z21","Z22","Z23","Z24","Z25","Z26","Z27","Z28","Z29","Z30","Z31","Z32","Z33","Z34","Z35","Z36","Z37","Z38","Z39","Z40","Z41","Z42","Z43","Z44","Z45","Z46","Z47","Z48","Z49","Z50","Z51","Z52","Z53","Z54","Z55","Z56","Z57","Z58","Z59","Z60","Z61","Z62","Z63","Z64","Z65","Z66","Z67","Z68","Z69","Z70","Z71","Z72","Z73","Z74","Z75","Z76","Z77","Z78","Z79","Z80","Z81","Z82","Z83","Z84","Z85","Z86","Z87","Z88"
"SC160",0.449276358316212,-0.405325379170273,-1.14791137779599,1.2395964581916,0.642809727976551,-0.278901025267844,-0.138914566661842,-0.827349537709611,-1.27039560549517,-5.19988159758683,0.407241363410306,-1.05074311975697,-1.13546469481214,-0.601490807627255,-0.222976131089218,1.35811372993589,2.27068797733133,1.41323322531912,-0.121354503533741,-0.161362204523215,0.310207386463802,-0.218550648369478,-0.316993627648974,0.0332356614703662,-0.226829877033481,0.200316827257426,1.2768636219785,-1.62465082336005,0.795741457741257,-1.60770470119545,0.758624498373579,0.718845528114633,-0.540140811261627,-0.376632681344454,2.1183100183147,-1.2519136590524,-8.30982725450139,-0.795755497788981,0.392957955309443,0.69558002436851,-0.40746237942836,-0.629431574005369,-0.332945413100682,-2.69166975816381,0.391064297727453,-1.20696308840408,1.27071181624415,-0.187101170761556,-2.67529071125708,0.00777742646477869,-0.639762858439712,-2.09178161841501,0.681024035985093,2.04771713987698,0.416117406574851,-0.589360946003004,0.480161927242359,0.390420801225688,0.16366274543545,0.926625561401401,1.22478645666513,1.12194107368333,-1.10772368619771,6.68845631726047,0.146218115567548,1.08963532419753,1.46198721830882,-0.747097751674672,3.37981755530068,0.410529923080195,14.8394533054192,0.556158186348768,-2.20291217643695,0.584049717046112,-1.07164665022511,0.346003670551569,-0.56049180404036,-2.22105665924148,0.663395020262392,1.74988696300244,-0.446623536544663,-0.860423850726688,-3.03624704562558,-3.75484547822106,1.19516447220381,0.97037291309864,-2.28742694255977,0.493529470554178
"SC163",-1.05562267513074,0.0280881681545713,0.167030663153188,-0.11864801661774,-1.0736018083207,0.226303804794661,-0.435460150696408,0.534936548796141,1.46735342929298,7.37609080467337,0.100127472760916,1.03492460151386,0.0241890488178064,-0.916665099841691,-0.089162051951062,-2.12495921226899,-1.9137792480129,-0.620044018149311,0.430779557826769,1.25927369273993,-0.0828343749099672,-0.383649676121411,1.52393890738298,0.447690557974925,0.474125304645269,-0.583943783002857,-0.767999950438848,-0.742869793518802,0.438568680734316,-0.345537853585965,-0.967642153529457,0.96989368159539,-0.725283621536174,-0.466177898471889,-0.189500407198818,-1.46231076250758,8.88488212333268,-1.71639270497912,-0.450933523830853,-1.52199547804817,0.7203078929835,1.76816397950689,1.64459689755696,4.73663443476663,-1.46985416958206,-0.108516060527439,0.68730296470249,-0.712272521850854,0.314926178743357,-0.665047922444421,0.803784591393302,0.212200390332908,0.485476555672638,-2.43834454916361,-1.06078022641575,-0.146884773427291,-0.172171136145287,1.14439034271008,-0.929615133551742,-0.335949918388636,-0.676012115099208,-0.84317086189308,0.00642601020931198,-7.21282145656058,1.73932066472417,-0.401467225516564,0.344593999852917,-0.207142077637935,-3.00399807454591,0.961431413710824,-17.5974779805369,-0.721150344092406,2.19878231854504,-1.07492487981281,-0.489366150630686,0.982804237282529,0.0550879708104185,-0.444123097438917,-0.794997202351048,-2.63997564606651,-0.714968734101226,0.217312178655983,5.90969551226289,1.09337742938681,-0.336318017886882,0.781107884651788,-0.372952255951963,-1.23456906040831
"SC169",-0.719709225976512,1.35306203858407,0.53665378396792,-1.64366645123353,1.03930838171144,0.0320069867962487,0.282224237761095,-0.00557811496622284,1.11009892555739,3.33851170624156,-1.82364362427166,1.3374452021871,-0.224110447635337,-0.84669978023898,0.679420806466213,-1.84428654422068,-0.803544154863349,-1.22630288381634,0.568511607002491,0.60525045564234,-0.588907413123789,2.88639592897787,2.2259489479659,0.292342265735947,-0.0970289712741909,-0.834325639585606,-1.01154851570517,1.00201192867927,0.137880270509476,-1.27429111442986,-0.293552987732017,-1.0225598388769,-0.694685287348288,-0.86828457514242,-0.0548345882303097,-0.426105399825568,4.17961223038486,-0.476043372378395,-0.818038830997905,1.04251926318587,-0.386121410940486,-0.518779137920741,1.32313299949715,3.28279680014634,-1.36992822435508,-0.453512923452288,0.10719523268652,-0.667085574385658,0.222121695321586,-0.728890319657867,0.719941289644725,0.0849164143547235,-0.664503463668526,-1.48410914529203,-0.580038842899064,-0.392806024893127,0.239311067393346,-1.21078002814809,-0.614507430480897,-1.17020605787824,-0.858420460697052,-0.210682473671863,-0.505327580685426,-3.53281521040361,0.797039718577432,-0.238093129307982,-0.630632453924442,0.417088394368242,-0.578196423733934,0.757655128604683,-7.97392962951373,0.375362881815429,1.17686212854983,-0.296525465859331,-0.957582271727154,-0.220575702828631,0.64207121626288,-0.432985095071104,-0.255583337955244,-0.976269801942435,0.555699088062358,0.372121747795034,1.96426097968143,0.0515413268872229,1.25651979538472,-0.585331321382659,-2.34277162164784,0.596094266114397
"SC164",-0.593585224267397,-0.0686417891845237,-0.424452797229226,1.62266776577857,-0.0318522007807705,1.76528186511483,-0.388086144805172,-0.955101801244148,0.866209689815975,-0.436205734107811,-0.900111220503497,-0.986654530993082,-0.529742766789289,-0.777397637696137,-0.614811898691473,-0.288715522689077,0.512687684798731,-0.484694624795515,1.00388022764905,0.17760768308439,0.098824746194423,-0.607076791556842,-0.462558075174149,0.150044469942664,-0.170772764911892,-1.13050046268073,0.774950847941229,-0.314347310119757,0.600125219924818,0.316847243396826,0.0113208200683751,0.800316082167454,-0.720575378239155,-0.95779643179397,0.0379291751353687,1.03174959099238,-0.534155215323173,-0.236086319410419,-0.366478070521485,-1.49460862836793,-0.316501096608592,-0.332080299782685,0.921279746676681,-0.364996587020707,-1.07616015390851,-0.656283993313777,1.17474510373235,-0.573393948602088,-1.21101879269245,-0.567850268127315,-0.546296917623029,-1.04446157948568,-0.32217683048228,-0.328096303762427,-0.385427247672932,-0.316909826292702,0.182739320542442,-1.34499943533094,0.635932157323738,-1.1447205899261,0.0501156681794468,-1.13828742241432,-0.467071015455356,0.00830752212143979,-0.304096937768107,-0.240374998701031,-0.640770113126703,-0.724240789360689,1.05841435022551,0.204656622533901,1.45158003875531,-0.0214728979491869,-0.383603439279436,1.02760744160979,-0.383001640753011,-1.61654612493808,-0.18679965168919,0.354934681639696,0.189347735596965,-0.186121459279122,-0.329125523542219,-0.927837000772914,0.398291060513936,-0.766484224899384,-0.185537686338968,0.968143780783744,-0.317493815764776,0.486663361634037
"SC184",-0.162782246458133,-0.390131278272544,0.796004575060376,-0.453804389516684,0.228459841407102,0.660370480936151,4.06429660798537,0.196052930283243,1.10787330827494,0.57863031344463,-0.864090610554621,0.354530751621111,0.0186515419256448,-0.814363085699559,0.51785980733963,-1.66075792942725,1.24540799567326,-0.565500058505279,0.668475197790255,0.288566438283216,-0.312337047111497,1.4721278546201,1.40659336682318,-0.980389213370194,0.584429663478552,-0.410140521727337,-0.208096861272924,0.674041032576791,-1.02544555140564,0.321265666593548,-0.39458539365799,-1.13120196898097,-0.667519836940767,-0.498010649744205,1.55864131791341,0.205208321731178,1.57431317833651,0.706211420361388,0.189927942443593,0.908206433381985,-0.517978726001887,-0.53313064105191,0.134816477104799,1.23573468555752,-0.612651142266273,-0.555285116828764,-0.771515271490574,-0.528009374935971,0.671306236497373,-0.153411233726258,-0.0283705485476085,1.13120424858989,-0.171059445072574,-0.293611774407875,0.200170607360706,-0.494458295882942,0.406046561805294,-0.157471651890154,0.865331983899567,0.6077156200336,-0.587774354008983,-0.560243625646834,-0.337073070786615,-0.854458240930735,0.572127749423761,-0.481902954118427,-0.925807027055009,-0.0181676103792327,0.281437440426222,0.645406844449049,-2.55502500362596,0.244046207182703,0.3910458622131,0.498710552660635,-0.193126649192019,-0.122797999318114,1.12949338101339,-0.198855932661334,-0.000679332323973148,-0.343163197525493,0.501565833014475,-0.181203126685989,0.0349825472592877,1.145846858271,1.35119223964718,-0.659738031797482,0.274670419171614,0.996597097770259
"SC202",-0.404552236747671,-0.315669763810846,-0.195143734011094,0.813966013454119,-1.06802950316094,0.513323573508993,-0.466812062584271,-0.204181876639059,-0.802741238016249,-2.41753133422017,-0.690453442350112,-0.590219688741438,0.0831642460042081,-0.74027345263144,-0.375948791313111,-0.333888557937543,-0.119582194451258,-0.407369680260691,0.810047181383621,0.0259878009483743,0.362312620521091,1.75226545548568,-1.00897479193127,-0.558022894334716,0.722752003599406,0.754571935447273,0.912954075245486,0.105209253218486,-0.385945102384793,1.23348754774766,0.41848210020955,0.23888916006683,-0.685558680400871,-0.377123197081353,2.18962885507376,0.0138794835934366,-3.52134705754111,0.142192854750542,-0.750942989343787,-0.441014977270751,0.580032603718201,-0.565354414722946,0.168989987265201,-0.891117594584871,1.14695811924412,-0.764753391911781,0.280583762365042,-0.724570691634911,1.93327092316588,-0.326865635655383,-0.37420163730149,-0.120698902031891,-0.400719063147843,0.0193789527361898,0.620360593040216,0.0902050399233345,0.22999022491939,0.0955504944604658,0.544941285128584,0.872804700138239,0.203535138023716,1.06689132840732,1.3246203117037,3.7892644751393,-1.16880611852743,1.45502627947573,-0.735531719972127,1.0774941443983,0.870714839974859,-0.0334089624778329,4.78629990142571,0.613946444420388,-0.821697922851321,1.39235734602284,-1.19964833861174,0.227751874892459,0.595043560182713,0.532140385203994,1.3777556058667,0.346981899288258,-0.669537975139915,-0.302996266280406,-1.07924192824456,-0.532891287913898,0.0713430928507472,0.049533194735258,-0.0660569770573897,0.744847796210205
"SC212",-1.02215778138955,-0.481723482437584,0.171831019751513,-0.222095180021511,-0.268171154603868,0.445402273163997,-0.118789419865156,-0.228408518499509,1.12936869647096,4.24492089805547,-0.501899222354835,1.25143445557794,3.52091215045945,-0.805550998307571,-0.900537421964231,-0.479738438962471,-1.72741809926951,-0.0799388028484388,0.40313386118177,1.25247621905624,-0.812523500830171,-0.200685125877313,0.582762600837687,-0.187234240165996,0.474522963671551,-0.0165161518358061,-0.259166614423031,0.180396590403337,0.0923885804655063,0.206630079830557,-0.747503724698692,1.20892844171565,-0.674039526323622,0.950895613041828,0.139927419701256,-1.16676732330483,3.7920245420124,-0.910463172369881,1.27173710402053,-1.00589421182163,1.73207453077045,1.61009705426551,1.26103135824754,2.37328104433641,-1.33167122122291,-0.524603477400787,1.62214379569155,0.631813941874625,-1.00570320252854,-0.123941793818142,0.80066788689034,0.451951655174677,0.75275333222647,-1.02458473362086,-0.84102410454301,0.0715044243155107,0.0615762273542047,0.900407989542952,0.548136568146105,0.988384744660363,-0.777781376204624,-0.205531828943875,-0.692666676479609,-4.21295341649812,0.682923825944932,0.759986148766228,-0.947921407499569,-0.239338948376999,-1.95898807614927,0.858338512940834,-11.0085756860854,-1.35592813393314,0.597760843015327,-0.532957362547098,2.50200822455352,-1.53016821254179,-0.397232956694848,1.62571075804287,0.648779168847997,-1.32020618044808,0.366978987189045,-0.61180375739169,3.71151530272431,0.994783757834226,-0.842702811968859,-0.0976327820034983,-0.348855485713523,-1.23288354219734
"SC226",-0.086202073365895,-0.305727188179583,-0.685621561843406,0.265218113685797,0.138566168821232,-0.172049344849262,-0.391015793807688,-0.155303172660412,-1.50289505837579,-1.8287175323161,-0.935382672301323,-0.159226748454656,-0.355276401874962,-0.58093993335893,0.529304682459347,0.966685529424796,-0.0282094013974458,1.14248979740935,-0.130903207189296,0.00900123784214135,0.597616943632312,-0.931904391522085,-0.430299647039366,0.102428644229583,0.0894682418635927,-0.300844890894514,0.469565953571543,-0.270780647622355,0.0988069649136353,1.15087588479803,0.095866787171031,-0.656249198824218,-0.712278663368153,-0.16522065308702,-0.8107096103295,-0.329357038309959,-2.97747855335103,-0.0626137392829187,-0.816152986967037,-0.634711488220971,0.442076897054457,-0.545588524629817,-0.0751541534828089,-0.932505046693395,1.32276438182566,-0.944029561181864,0.467976032689345,0.20510404646115,-0.226575981069936,-0.151779983656771,-0.684036155868245,0.569204445562346,0.816152326270489,0.330021634236297,0.285424406436975,-0.511864053240976,0.352694550742733,0.61110403993884,0.475799206010033,-0.0842181939382615,1.29855464310972,-0.514129936297575,-0.842904836138918,3.01275230860834,0.124774161612904,0.574134348111741,1.60127621255731,-0.818554373251831,1.69563258794533,0.0458889724325721,6.43618061541595,-1.29803988530812,-0.853034820289083,0.283281414949927,0.0929241533991785,0.804989377145975,0.0522201415310578,0.102443494702792,1.1266291220732,0.289936635795417,-0.643832905656892,0.549051957702506,-0.840521418036532,-0.673484014494942,0.859402792201465,0.312773175137623,-0.625537068318672,-1.20480375638683
"SC224",-0.756066444339886,0.760762764000118,-0.136550603950018,-2.05682846011446,-0.0273067579366173,-0.174418632163999,-0.482317504365481,0.295786446579396,0.603327719676566,4.15708824855051,-0.116495242379774,0.911148826215262,-0.359515034998473,-0.732092922083955,-0.331080851907351,-2.14948578205441,-0.135234831690113,-0.603025031916572,0.888858843118709,1.29650026394337,0.408917629033239,-0.405217226605464,0.507736774349379,-1.00871572507298,0.461464927395654,0.00976504065679175,-0.673755724567706,-0.0419924942864858,1.04335548088582,0.275042513891075,-0.835665685803016,0.390463000220287,1.29319716300254,1.35821223689292,-0.422702369259141,0.535233044850084,5.77988132152243,-0.735690149014797,-0.0991590961016154,0.515141796584717,1.43878881900666,-0.31541581751512,0.828386543183387,1.99832067802219,-0.932671957494233,-0.563213261932636,-0.76698206887335,-0.91535330259547,0.470692786456317,-0.429056306466033,1.4162744094453,0.817930847346939,0.798605827870518,-0.0460937950229366,-1.03562755698769,-0.579422737137846,0.00911898963689484,-1.38857335341198,0.252492462125292,-0.479793965314065,-0.265032992934843,-1.04484552332148,0.04703449198101,-3.66674957924898,2.37061648495353,-0.102027988031994,-0.989862349965539,-0.903183912807218,-3.28737695438301,-0.353045944140261,-11.9491366629235,-1.92623272612131,-0.116995796456578,-0.793148765387891,-0.831082880193152,1.30937508987869,0.561807164052844,-1.56703861776022,-0.569590701939907,-3.054894822957,3.48508433199689,2.08355964205698,1.60769733753471,0.710048236356043,0.785132417528271,0.943620620451473,-0.440805542613204,0.681994742425253
"SC237",0.628364669678009,-0.0878305508169273,-1.5795362963711,4.35977643198541,-0.588453021557587,1.19607056637193,-0.240473218528149,-1.79403685599916,-0.0854840414715493,-7.68829071250748,1.34696029014138,-3.02477902543821,-1.37418772403001,-0.466258112299715,0.10905708359196,2.39547154042719,2.51583280672967,1.09958822388356,1.26334309475993,-0.737300629799442,-0.766864443809382,-0.426743724649602,-1.93541836881773,-0.899648626190018,0.267047058867667,2.76722615616552,2.1295886695358,-0.10150588411177,-0.417794924814617,1.11667571056935,1.52377893945646,0.758295121265838,-0.619333046833505,-1.20379062515136,-0.92312653110061,-0.630652940927199,-12.6766758125399,0.80981973582196,0.764785842832823,0.953409243395368,0.350520924182897,-0.44598036305633,-1.69457504337477,-8.61582556332611,1.98358946489725,-1.42557154508345,0.518200885114163,0.348065313630008,-0.42815292584611,0.676079658922643,-1.67169494480824,-0.1473802771907,0.65246639195457,2.45943689360148,1.29251059501472,0.122568793467403,1.1919830960435,0.378887420338215,0.507721094408782,0.885607556160202,1.71708079541245,0.747130963008256,-0.714161959790293,9.67262604501711,-1.7252529963633,-0.253833248606944,1.13830469491085,0.280768514899479,4.43204802002218,-0.312243694021667,24.8902513230877,1.0561009760654,-2.91064292406115,2.76519422431894,0.946062003258194,0.911948259340649,-0.488895504419918,0.0842146053360109,1.59958908687466,5.6165285254704,-0.528330423511765,-0.884451328698025,-6.74989458736358,-2.66202739785627,1.1950878959721,-0.735537759313591,1.17522669695994,0.718960955131582
"SC247",0.00931051810856862,-0.373565480522315,-0.256715320227576,-0.501254838661941,0.132010062501108,-0.389225892662171,-0.456107449818865,0.735550042052922,0.525296123590199,2.93450938531448,0.458449599585135,0.354087830382759,-0.438332707229217,-0.854060652148342,-0.735703933132908,-1.42136439438929,-0.393115266819445,1.14682213153935,-0.206399845079723,0.187712761457816,-0.152904559870642,0.569654929879344,0.58664661914409,-0.873810056640961,0.451170667531494,-0.552469786034154,-0.623259944979143,-0.86897027229984,-0.208044842757855,1.33631504359551,-0.665219805839934,0.0676432147730748,1.23105021462925,0.126480367900645,-0.415286713386733,0.344180817696993,3.7493008599203,0.21494721549752,0.980345787645693,1.41370821759018,0.508534264687412,3.15192445110934,0.494215147576978,2.06832407011519,0.900183796657197,-0.3449994407826,-0.199847674110185,3.06216893590836,0.413036124747065,0.0110177969413074,1.12203231519223,-0.863446548130058,0.483320258481308,-0.360402616018369,-0.697536087260757,-0.148040954761439,0.228176507705463,0.346577709989398,0.753741405806799,0.581187477013211,-0.172029918028853,0.130289373521163,-0.261763949756467,-3.88047221465898,-1.8411179395849,0.98567450922652,1.17715375236682,2.37311533091005,-0.152224372647777,-0.118549904122448,-7.49444755850628,1.06824224692573,-0.27148483422026,-2.75742857031414,2.31621316112975,0.847534748034152,0.0638085323080373,0.525614588822345,0.367235699925638,-1.29587519297445,-0.627656217849691,-0.00557826502886013,1.89867649025195,1.84668597789613,1.225170667305,0.885086460744375,1.45723668936232,-1.22264877697576
"SC229",-0.420912450261444,4.062551268253,-0.360735416817458,3.00061877572227,-1.81871892113434,0.937777635341251,-0.412302179173714,-0.656930585166791,1.28853432152495,-0.976544156616713,2.13886939331993,-2.3876092657321,-0.393923312964167,-0.0757757604999764,-0.106805581523378,-0.4443531455006,-0.116953684318108,0.822858544097901,0.261494013380964,-0.0645114666185009,0.634418900785911,-0.23008950049859,-1.28178799606343,0.896185710317418,-0.282327394792662,0.146663117081144,1.17732512186419,-0.483137026998274,-0.0993942215927807,1.50845932467124,0.664196813712812,0.254120962902218,1.26179005021004,0.224179417800339,-0.799757761992449,1.26922814187474,-1.52512396272328,-0.545907273540466,-0.377695067999294,-1.46737175464441,-0.323365589309567,-0.579752801905339,-0.0953510253178829,-3.71695541678641,-1.29660576239034,0.424771792957425,1.09536649409033,-0.794425190276226,-0.796074323762471,-0.558444413368452,-1.30976300379915,-0.146381919033046,-0.547154961497364,0.685390198718353,1.12933179290143,0.239524920825203,0.53822406952121,0.869349351028089,0.424415683651063,0.349610874259256,0.576708261015071,-0.188153300932068,-1.06697707669249,0.611967827326649,-1.60205186671118,-0.124570849177732,-0.94270303778155,-0.230350674334196,0.0333933770750071,-0.140016092648165,5.50834131433895,-1.29415393108318,-1.89679245478628,2.00734939012548,-1.36654735011035,1.02478344972998,-0.451309308621483,1.02200804689219,-2.37024688317833,2.95178677064359,1.43358586801453,-0.898704947302861,-2.10632706889916,0.0224338822010807,-0.967479518074766,0.313284546406356,0.128438337506642,0.749359838136125
"SC230",-0.355889737202065,-0.449822914686524,3.40080550418379,-1.67636876420537,-1.0445753615651,0.818088683849699,1.05193223024614,0.469228883997829,1.20454875017911,5.63083049865663,-0.450377875985029,2.04556925336461,-0.0236143316193184,1.75119847936949,0.825505903084409,0.685823586000319,-1.05324017135057,-0.338440319513886,-1.10337382614615,-0.626152490262958,0.174835327506247,-1.09059405590262,-0.165982938891961,0.758168522775781,-0.415490445258451,-0.495941610257836,-0.0717079230536564,1.4192725449997,1.84049380009073,-0.012869629834281,-0.124372479590279,-0.487177003599831,1.58052121884428,1.27718593726041,0.26014081266811,2.33628739237811,6.55091388030419,0.541283585943317,-0.483540631850169,0.109560386767814,1.25267155070405,-0.361146730595045,-0.474815496572248,2.70522859369973,1.10479384906513,1.81694586302026,-1.39104788802657,0.339873726297136,1.65180438079082,0.383154990431859,0.197115217453436,1.09715302499654,-0.197441662404199,-1.60203882049394,-0.657996656855256,-0.74657829696921,0.198697829135758,1.18568382400395,-2.12151407572666,-0.878333814871225,-1.61443405094969,0.356606509802678,2.68622995646342,-4.21487598813414,1.67009142228741,-0.268302883615668,-0.882541964590151,0.165002216258814,-3.1425627856144,1.02127083381113,-13.7446186670469,0.215189697309954,2.25621060490964,-0.776841225618196,0.623813766048056,-1.61579796397649,-1.69590292486824,1.78415512009318,-0.841260011681314,-1.37872173074969,-0.431075597145889,0.816643366266644,2.56500130713863,2.09652734016636,-1.07367186092009,-0.419083896164437,1.23110991064474,-1.24052844058956
"SC240",2.19530448198021,-0.566499195761647,0.48789376206356,-3.38669556967827,-0.107439126204694,-2.33445315736287,-0.524187714991792,2.0687860363477,-0.392551145986186,7.58535074740996,-0.748999348268794,4.84231598351789,2.17460927013278,-0.85609965780828,0.0254119918390189,-1.21377314895308,-2.69791558190196,-1.83834286716774,-1.32135386163625,0.546458416430256,-0.0282590080482645,-0.00675477975631165,0.751248438432095,-0.497618018845125,0.551177177795787,0.763546358975785,-1.10473852463883,-0.565677550727004,-0.25809037918897,0.169273339643174,-0.858349991939295,0.511420416106231,-0.709154560927053,-0.164168366298372,0.166443351437161,0.245437309327034,9.98809316443594,-0.932878515694987,2.33607441120664,0.935733840532685,1.44981656087442,-0.43087574935479,1.43768580867539,8.90715658201009,1.36948530690922,-0.16776889203781,-0.636435433441849,-0.454944147175794,2.35488520135683,0.418564461388317,1.45214858424985,1.50579872731652,0.174638373743695,-1.16463926873203,-1.62932550315876,-0.509493920143689,-0.62117676873012,-0.00856891632595732,-1.92543285022348,-2.02006409932017,-1.3422332657686,-0.35104070724459,2.24789131669154,-6.60580652192496,1.99106122659539,0.753207274669395,-0.526037450165481,2.78279549798397,-3.67134348264384,-1.51060809032826,-19.4727131325687,1.26556587177404,2.47979767961562,-3.17185785732615,-0.712796249941185,0.782137035344241,1.47280847376757,-0.112193174694983,-0.617549016353314,-4.10615566529038,-0.670332220332244,0.448545977373202,5.54657009967815,2.7770932946432,-1.01816338604214,0.471255256357847,-0.817811967859258,0.748193321158966
