names	A_loading	corrs	color
c.3.DCD	1	-0.330863246931007	Blue
c.3.MUCL1	1	-0.107384137019993	Blue
c.8.THBS4	0.056602198830624	-0.0771578322882585	Blue
c.8.TIMP3	0.055263604832908	-0.327962170176916	Blue
c.8.TAGLN	0.0098886758446636	0.0901569312438533	Red
c.4.PLN	0.00902383096162567	-0.310976081681697	Blue
c.10.CSF2	0.00892325093825919	-0.0449585376743738	Blue
c.6.IFI27	0.00653334373347702	0.459931011562846	Red
c.4.CNN1	0.00611796522066941	-0.347997043786661	Blue
c.8.HES1	0.00601869316728124	-0.04529623598725	Blue
c.3.SLPI	0.00136861729972189	-0.649391229394132	Blue
c.3.TPPP3	0.00269761734450165	-0.638502711127966	Blue
c.10.FOS	0.0023476543982097	0.636325007474733	Red
c.10.TXNIP	0.000820448530013295	0.635889466744086	Red
c.3.DIO2	0.00197544414080793	0.633276222360207	Red
c.10.KLF6	0.000608713850071818	0.632405140898913	Red
c.3.TNC	0.00348606348901155	0.621516622632747	Red
c.4.CXCL3	0.00155663000126944	0.607579319252055	Red
c.3.TNXB	0.00323377947142157	-0.604094993406882	Blue
c.5.IGFBP5	0.000478332006744654	-0.597126341716536	Blue
