names	A_loading	AUCs	corrs	color
X_C6.H8.N4.O6.S_264.016_265.023_p	1	0.479338842975207	-0.0358232002835955	Blue
X_C13.H4.N10_300.063_151.039_p	1	0.43801652892562	-0.107469600850786	Blue
N..2.methylpropyl..2.methylbutenamide_C9.H17.N.O_155.131_156.138_p	0.0112675386087462	0.322314049586777	-0.308079522438921	Blue
X_C5.H8.N4.O5_204.05_205.057_p	0.00903252791036873	0.586776859504132	0.150457441191101	Red
Uridine_C9.H12.N2.O6_244.07_243.062_n	0.00859039933506046	0.652892561983471	0.265091682098607	Red
X_NA_446.683_445.676_n	0.0078857645509493	0.528925619834711	0.0501524803970337	Red
S.OXY.CYSTEINE_C3.H7.N.O3.S_137.014_138.022_p	0.00785383465708013	0.446280991735537	-0.0931403207373483	Blue
X_C3.H2.N3.O3.P3.S_252.902_253.91_p.1	0.00769874747107706	0.611570247933884	0.193445281531416	Red
Diethanolamine_C4.H11.N.O2_105.079_106.086_p.4	0.00763834469975861	0.181818181818182	-0.551677284367371	Blue
X_C7.H8.N4.O4.P2_274.001_275.009_p	0.00739059522351558	0.578512396694215	0.136128161077663	Red
Ampelomin.B_C7.H12.O3_144.079_145.086_p	0.000347399610827268	0.859504132231405	0.623323684934561	Red
X_NA_146.997_148.004_p	0.00115731390921972	0.826446280991736	0.566006564480809	Red
X_C4.H10.N4.O4_178.07_177.063_n	0.000230474847294872	0.826446280991736	0.566006564480809	Red
Hexanoylcarnitine_C13.H25.N.O4_259.178_260.186_p	0.000486855080059214	0.818181818181818	0.551677284367371	Red
X_C3.H4.N2.O3_116.022_115.015_n	0.00472071180523496	0.809917355371901	0.537348004253932	Red
X_C7.H14.N4.O4_218.101_219.109_p	0.00214155890824923	0.809917355371901	0.537348004253932	Red
Creatine_C4.H9.N3.O2_131.069_132.077_p	0.00202002473630992	0.801652892561983	0.523018724140494	Red
X_C6.H3.N2.O7.P_245.967_268.957_p	0.00244927762379701	0.793388429752066	0.508689444027056	Red
X_C7.H15.Cl.N4.O3_238.083_239.091_p.2	0.00150148473797984	0.785123966942149	0.494360163913618	Red
X_C8.H15.Cl.N2.O3_222.077_223.084_p.3	0.00543290705957803	0.776859504132231	0.480030883800179	Red
