names	A_loading	AUCs	corrs	color
Inosine_C10.H12.N4.O5_268.081_269.088_p	1	0.586776859504132	0.150457441191101	Red
Hypoxanthine_C5.H4.N4.O_136.038_137.046_p	1	0.586776859504132	0.150457441191101	Red
Uridine_C9.H12.N2.O6_244.07_243.062_n	0.0143853800540507	0.652892561983471	0.265091682098607	Red
X_NA_173.85_172.842_n	0.0100330275479142	0.454545454545455	-0.0788110406239101	Blue
Scymnol_C27.H48.O6_468.346_469.354_p	0.00947137061179259	0.644628099173554	0.250762401985168	Red
X_C2.H4.N8.O2.S_204.018_205.025_p	0.00831054970639275	0.446280991735537	-0.0931403207373483	Blue
X_NA_151.894_150.887_n	0.00798426156484995	0.495867768595041	-0.0071646400567191	Blue
X_C.H2.N8.O_142.035_143.043_p	0.00775277342869416	0.570247933884298	0.121798880964225	Red
X_NA_89.5_90.507_p	0.00771239349078452	0.578512396694215	0.136128161077663	Red
X_C15.H6.N6.O16.P2.S2_651.876_650.869_n	0.00759985511767111	0.305785123966942	-0.336738082665798	Blue
Ampelomin.B_C7.H12.O3_144.079_145.086_p	0.00108845873678801	0.859504132231405	0.623323684934561	Red
X_C4.H10.N4.O4_178.07_177.063_n	0.00258416387188815	0.826446280991736	0.566006564480809	Red
X_NA_146.997_148.004_p	0.000633637885489259	0.826446280991736	0.566006564480809	Red
Hexanoylcarnitine_C13.H25.N.O4_259.178_260.186_p	0.00390652535298723	0.818181818181818	0.551677284367371	Red
X_C3.H4.N2.O3_116.022_115.015_n	0.000797543366066641	0.809917355371901	0.537348004253932	Red
X_C7.H14.N4.O4_218.101_219.109_p	0.00378269778922019	0.809917355371901	0.537348004253932	Red
Creatine_C4.H9.N3.O2_131.069_132.077_p	0.00478727430092234	0.801652892561983	0.523018724140494	Red
X_C6.H3.N2.O7.P_245.967_268.957_p	0.004605784066483	0.793388429752066	0.508689444027056	Red
X_C7.H15.Cl.N4.O3_238.083_239.091_p.2	0.00138754310513806	0.785123966942149	0.494360163913618	Red
X_C8.H15.Cl.N2.O3_222.077_223.084_p.3	0.000848386347871906	0.776859504132231	0.480030883800179	Red
