names	A_loading	AUCs	corrs	color
X_NA_144.003_142.996_n	1	0.28099173553719	-0.379725923006112	Blue
X_C4.H5.N6.O5.P.S_279.978_278.971_n	1	0.330578512396694	-0.293750242325483	Blue
X_C5.H9.O5.P.S_211.991_210.984_n	1	0.305785123966942	-0.336738082665798	Blue
X_C6.H9.N2.O11.P.S_347.966_346.959_n	1	0.363636363636364	-0.23643312187173	Blue
X_C2.H6.N.O12.P3.S_360.881_424.897_p	0.0214697157443516	0.31404958677686	-0.322408802552359	Blue
X_C9.H5.N3.O10.S_346.968_345.961_n	0.0142390448330038	0.495867768595041	-0.0071646400567191	Blue
X_NA_180.849_179.842_n	0.0119561538972942	0.537190082644628	0.0644817605104719	Red
X_C17.H34.Cl.N.O2_319.228_320.235_p	0.0115963083079136	0.231404958677686	-0.465701603686741	Blue
X_NA_160.014_81.014_p	0.0108854031309454	0.206611570247934	-0.508689444027056	Blue
X_C9.H10.O2.P2.S_243.987_244.995_p	0.0100342686767048	0.132231404958678	-0.637652965048	Blue
Ampelomin.B_C7.H12.O3_144.079_145.086_p	0.00197563175823758	0.859504132231405	0.623323684934561	Red
X_C4.H10.N4.O4_178.07_177.063_n	0.00334597600094208	0.826446280991736	0.566006564480809	Red
X_NA_146.997_148.004_p	0.00214700578530307	0.826446280991736	0.566006564480809	Red
Hexanoylcarnitine_C13.H25.N.O4_259.178_260.186_p	0.00116740097245849	0.818181818181818	0.551677284367371	Red
X_C3.H4.N2.O3_116.022_115.015_n	0.00562739411953508	0.809917355371901	0.537348004253932	Red
X_C7.H14.N4.O4_218.101_219.109_p	0.00144852956999778	0.809917355371901	0.537348004253932	Red
Creatine_C4.H9.N3.O2_131.069_132.077_p	0.000976983337597953	0.801652892561983	0.523018724140494	Red
X_C6.H3.N2.O7.P_245.967_268.957_p	0.00025266814851356	0.793388429752066	0.508689444027056	Red
X_C7.H15.Cl.N4.O3_238.083_239.091_p.2	0.00225824072220803	0.785123966942149	0.494360163913618	Red
X_C8.H15.Cl.N2.O3_222.077_223.084_p.3	0.000632866845538964	0.776859504132231	0.480030883800179	Red
