names	A_loading	AUCs	corrs	color
CV.1_C7.H14.N2.O6_222.085_245.074_p	1	0.735537190082645	0.408384483232988	Red
CV.1_C7.H14.N2.O6_222.085_245.074_p.1	1	0.56198347107438	0.107469600850786	Red
X4..2.3.dihydro.1.4.benzodioxin.6.yl.butanoic.acid_C12.H14.O4_244.067_245.074_p	1	0.512396694214876	0.0214939201701573	Red
X_C9.H26.N6.O5.P2_360.145_361.152_p	1	0.768595041322314	0.465701603686741	Red
X_C16.H36.O18.P2_578.137_290.076_p	1	0.462809917355372	-0.0644817605104719	Blue
X_C8.H16.N2.O8_268.091_267.083_n	1	0.71900826446281	0.379725923006112	Red
X_C11.H27.N.O5.P2_315.136_314.129_n	1	0.727272727272727	0.39405520311955	Red
X_C8.H16.N2.O8_268.091_267.083_n.1	1	0.652892561983471	0.265091682098607	Red
X_C10.H20.N2.O9_312.117_311.11_n	1	0.644628099173554	0.250762401985168	Red
Calditol_C9.H18.O8_254.1_253.093_n	0.0434780523399245	0.421487603305785	-0.136128161077663	Blue
Ampelomin.B_C7.H12.O3_144.079_145.086_p	0.00768303509625927	0.859504132231405	0.623323684934561	Red
X_C4.H10.N4.O4_178.07_177.063_n	0.00695978401780968	0.826446280991736	0.566006564480809	Red
X_NA_146.997_148.004_p	0.00303149551886533	0.826446280991736	0.566006564480809	Red
Hexanoylcarnitine_C13.H25.N.O4_259.178_260.186_p	0.00183222364361076	0.818181818181818	0.551677284367371	Red
X_C3.H4.N2.O3_116.022_115.015_n	0.000949402521428436	0.809917355371901	0.537348004253932	Red
X_C7.H14.N4.O4_218.101_219.109_p	0.013427852858265	0.809917355371901	0.537348004253932	Red
Creatine_C4.H9.N3.O2_131.069_132.077_p	0.0112170643811768	0.801652892561983	0.523018724140494	Red
X_C6.H3.N2.O7.P_245.967_268.957_p	0.00885412792376621	0.793388429752066	0.508689444027056	Red
X_C7.H15.Cl.N4.O3_238.083_239.091_p.2	0.00340975482307245	0.785123966942149	0.494360163913618	Red
X_C8.H15.Cl.N2.O3_222.077_223.084_p.3	0.00738797848805793	0.776859504132231	0.480030883800179	Red
