names	A_loading	corrs	color
c.2.HLADRB5	1	0.43321697710501	Red
c.7.HLADRB5	1	0.412920217641401	Red
c.9.HLADRB5	1	0.231558293555877	Red
c.15.CXCL2	0.054081710205125	0.229289734114576	Red
c.1.CXCL14	0.0286030697699252	0.0169860884952187	Red
c.3.PLA2G2A	0.028055925899413	-0.0313589326065577	Blue
c.13.CFD	0.0159085552624575	-0.114078716683161	Blue
c.17.IFNG	0.014221666095891	0.0949478792809663	Red
c.0.PLCG2	0.0133436285304995	0.0879792275906202	Red
c.9.AC020656.1	0.00920103596345622	-0.15160113461646	Blue
c.3.SLPI	0.000724446304425538	-0.649391229394132	Blue
c.3.TPPP3	0.00105406096594271	-0.638502711127966	Blue
c.10.FOS	0.00175071293515177	0.636325007474733	Red
c.10.TXNIP	0.000979730193254222	0.635889466744086	Red
c.3.DIO2	0.00360405228508502	0.633276222360207	Red
c.10.KLF6	0.000491891933331305	0.632405140898913	Red
c.3.TNC	0.00398374485817638	0.621516622632747	Red
c.4.CXCL3	5.68426526968608e-05	0.607579319252055	Red
c.3.TNXB	0.000588192755997637	-0.604094993406882	Blue
c.5.IGFBP5	0.000987292621812431	-0.597126341716536	Blue
