names	A_loading	corrs	color
c.14.ISG15	1	0.577429810454616	Red
c.14.IFI6	1	0.463415337408019	Red
c.14.IFI27	0.0383153895949773	0.307927296567171	Red
c.13.CNN1	0.0252348229508619	-0.0923346348970865	Blue
c.16.IFI27	0.0229803083720264	0.322735681409156	Red
c.15.DCD	0.022757508293717	0.228284613628131	Red
c.10.FOSB	0.0224318535003122	0.531795232119541	Red
c.13.HBB	0.0216784130237554	-0.133423452317999	Blue
c.0.LGALS7B	0.0208608280535473	-0.0461673174485433	Blue
c.3.POSTN	0.0190057471268293	0.531795232119541	Red
c.3.SLPI	0.0182223176754184	-0.649391229394132	Blue
c.3.TPPP3	0.00549839119816035	-0.638502711127966	Blue
c.10.FOS	0.00996103198450467	0.636325007474733	Red
c.10.TXNIP	0.0110583114401916	0.635889466744086	Red
c.3.DIO2	0.00796520872737621	0.633276222360207	Red
c.10.KLF6	0.00495578971728733	0.632405140898913	Red
c.3.TNC	0.0125671479943165	0.621516622632747	Red
c.4.CXCL3	0.010519948438689	0.607579319252055	Red
c.3.TNXB	0.00880602474259938	-0.604094993406882	Blue
c.13.CCDC80	0.0114097088815378	0.588415527103603	Red
