names	A_loading	corrs	color
c.2.MTND3	1	0.195122247329692	Red
c.8.MTND3	1	0.309669459489757	Red
c.12.ID2	0.0377595097946191	-0.111062886314892	Blue
c.16.IFI27	0.0357502361075222	0.322735681409156	Red
c.2.APOE	0.0334018883291808	-0.0396342064888437	Blue
c.4.APOE	0.0293971268524068	0.18379818833288	Red
c.3.CCL2	0.0277967453958201	0.300958644876824	Red
c.2.CCL2	0.0247088168976266	-0.436411812107928	Blue
c.7.G0S2	0.0245692234339461	0.0213414958016851	Red
c.14.APOD	0.0244903112134491	0.534046318879576	Red
c.3.SLPI	0.0122593899851407	-0.649391229394132	Blue
c.3.TPPP3	0.0103564782111681	-0.638502711127966	Blue
c.10.FOS	0.00337471984724886	0.636325007474733	Red
c.10.TXNIP	0.00996634804638018	0.635889466744086	Red
c.3.DIO2	0.00787870574904768	0.633276222360207	Red
c.10.KLF6	0.00880391260293725	0.632405140898913	Red
c.3.TNC	0.00415672691224257	0.621516622632747	Red
c.4.CXCL3	0.0157860019244448	0.607579319252055	Red
c.3.TNXB	0.0008711241583816	-0.604094993406882	Blue
c.5.IGFBP5	0.0106425045567018	-0.597126341716536	Blue
