names	A_loading	corrs	color
c.6.SFRP2	1	0.162892233261841	Red
c.6.COMP	1	0.103223153163252	Red
c.15.TSC22D1	0.0264048254281558	-0.165462636591729	Blue
c.17.CXCR6	0.0242379883302143	-0.176728517745201	Blue
c.0.PLCG2	0.0208814429934196	0.0879792275906202	Red
c.0.FLG	0.0206878353918074	-0.200348736097452	Blue
c.16.CCL2	0.0205417626632359	0.0479094803711298	Red
c.15.CALML5	0.0195906573048066	0.242907050638728	Red
c.14.MGP	0.0184223206232791	-0.179927967400258	Blue
c.15.DMKN	0.0182280424573656	0.0493234442447013	Red
c.3.TPPP3	0.00373513819240879	-0.638502711127966	Blue
c.10.FOS	0.0010108498808843	0.636325007474733	Red
c.10.TXNIP	0.00166869554626767	0.635889466744086	Red
c.3.DIO2	0.00606273850475978	0.633276222360207	Red
c.10.KLF6	0.00287523929894883	0.632405140898913	Red
c.3.TNC	0.00371564474041998	0.621516622632747	Red
c.4.CXCL3	0.00119004680470789	0.607579319252055	Red
c.3.TNXB	0.000306304209608355	-0.604094993406882	Blue
c.5.IGFBP5	0.00720214925563552	-0.597126341716536	Blue
c.13.CCDC80	0.00801172790908614	0.588415527103603	Red
