names	A_loading	corrs	color
c.7.APOE	1	-0.289014931113646	Blue
c.7.APOC1	1	-0.208662136050645	Blue
c.7.S100A9	0.0496907838554329	0.362805428628647	Red
c.17.HSPA6	0.0293449227837442	0.148973382962716	Red
c.10.HSPA6	0.0243403190677672	0.182140568131479	Red
c.8.HES1	0.0154191259871329	-0.04529623598725	Blue
c.12.ID2	0.0120866472019594	-0.111062886314892	Blue
c.7.SPP1	0.010451802001273	-0.157551170218726	Blue
c.8.POSTN	0.00781941375681565	0.0439896137953101	Red
c.16.DCD	0.00705624908111837	-0.161726303835841	Blue
c.3.SLPI	0.00265305747528049	-0.649391229394132	Blue
c.3.TPPP3	0.00224035972457785	-0.638502711127966	Blue
c.10.FOS	0.000123909794698819	0.636325007474733	Red
c.10.TXNIP	0.00152527711308961	0.635889466744086	Red
c.3.DIO2	0.00184458177967336	0.633276222360207	Red
c.10.KLF6	0.000538003720657766	0.632405140898913	Red
c.3.TNC	0.00111020912104637	0.621516622632747	Red
c.4.CXCL3	0.00102536199174564	0.607579319252055	Red
c.3.TNXB	0.000778929012928752	-0.604094993406882	Blue
c.5.IGFBP5	0.000826595363932738	-0.597126341716536	Blue
