names	A_loading	corrs	color
c.0.CALML5	1	-0.0692509761728149	Blue
c.17.GPR183	1	0.136353894065954	Red
c.6.POSTN	0.0263971129671064	0.279617149075139	Red
c.15.TSC22D1	0.0210696012282682	-0.165462636591729	Blue
c.17.TOB1	0.02029564041981	0.358310152936892	Red
c.4.IER3	0.0187683600817267	0.326655547984976	Red
c.0.AREG	0.0185646246699957	-0.0496516432937163	Blue
c.8.IER3	0.0171041543352516	-0.032230014067851	Blue
c.16.LGALS7B	0.01628394056364	-0.0949478792809663	Blue
c.1.ID3	0.0159760190650227	0.0945123385503197	Red
c.3.SLPI	0.00292481989633778	-0.649391229394132	Blue
c.3.TPPP3	0.00244553371338833	-0.638502711127966	Blue
c.10.FOS	0.00600273027838101	0.636325007474733	Red
c.10.TXNIP	0.00304089898071706	0.635889466744086	Red
c.3.DIO2	0.0097333895006458	0.633276222360207	Red
c.10.KLF6	0.00208343474773222	0.632405140898913	Red
c.3.TNC	0.00738920574346625	0.621516622632747	Red
c.4.CXCL3	0.00707901694921601	0.607579319252055	Red
c.3.TNXB	0.0024141861450091	-0.604094993406882	Blue
c.5.IGFBP5	0.000369269252514858	-0.597126341716536	Blue
